measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2002,123254616.21837129,125712123.50535029,120741740.33900346
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2003,64120261.14635987,65492307.41568392,62732299.47983276
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2003,59881726.26230712,61119362.2153977,58628414.96638574
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2003,124001987.40866698,126603440.55040714,121340027.51335359
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2004,64558033.86536528,66069910.335837536,63063360.005549945
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2004,60308527.66042016,61681785.35316399,58930766.133331135
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2004,124866561.52578543,127746273.03792796,121993998.71726298
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2005,65071043.7593394,66662323.35403872,63544444.83832883
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2005,60801765.80731538,62238035.04106449,59401819.42061337
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2005,125872809.56665479,128901523.33581987,122970882.90839729
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2006,65719830.36831754,67459402.35221374,64087919.72877609
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2006,61416071.15504161,62990094.420586415,59915152.2876318
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2006,127135901.52335915,130465575.57025757,124001049.85714914
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2007,66533530.20315336,68127606.19042751,65002851.29471712
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2007,62185160.341395736,63621326.45958465,60784332.144301504
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2007,128718690.5445491,131745827.77020334,125787337.74320613
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2008,67411448.99740843,68911202.47829221,65951737.61534423
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2008,63019012.568037495,64379637.44843011,61691075.44097017
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2008,130430461.56544591,133291247.07077537,127655521.34973009
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2009,68182766.49994911,69550926.6745032,66797115.70074883
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2009,63763204.22287537,65009243.81029103,62490959.556266986
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2009,131945970.72282448,134556888.35918787,129280389.37479521
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2010,68671223.2636647,69976148.1228103,67348635.27462322
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2010,64250042.911015,65436076.193844855,63024600.06576122
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2010,132921266.17467968,135408033.5979789,130369891.15012772
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2011,68649257.68663718,69927810.16920093,67416951.6608232
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2011,64277609.84677559,65426565.61130376,63138876.00240416
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2011,132926867.53341277,135355638.15226018,130564569.89115308
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2012,68577643.82171707,69963452.51024461,67244072.1759758
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2012,64250261.78401161,65514050.46260844,63037954.82842427
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2012,132827905.60572869,135479649.85722184,130279211.09992029
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2013,69161383.82402653,70593647.3510289,67751134.85647783
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2013,64778653.82630777,66090358.01711882,63481785.37879752
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2013,133940037.6503343,136669244.76158604,131236401.01311022
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2014,69868816.613217,71413179.31198543,68331651.24118707
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2014,65403633.64432047,66832329.5988256,63990087.79474005
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2014,135272450.25753748,138233443.12226593,132348606.85145351
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2015,70244327.0246207,71889989.34872569,68599455.63196614
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2015,65727956.074984,67223460.22400047,64227515.14567114
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2015,135972283.0996047,139106618.8234215,132803598.88689618
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2016,70710894.10717966,72416034.9318052,69046732.09938335
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2016,66113548.58529089,67659220.39110275,64574297.42653722
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2016,136824442.69247055,140067430.84286693,133620573.57971007
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2017,71077140.13544667,72891068.6622798,69368319.73253162
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2017,66400520.56393486,68040286.3597793,64856256.149619155
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2017,137477660.69938153,140926347.2705016,134226450.09251136
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2018,70624164.35980184,72369739.59684244,68894665.03815797
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2018,65975674.25159611,67553699.94415285,64382649.487417325
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2018,136599838.61139795,139923799.91924617,133271576.28306046
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2019,69415931.80876376,71219994.2229287,67710601.25062409
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2019,64890467.57370585,66534439.70217644,63329827.85457859
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2019,134306399.38246962,137750773.50661078,131040417.91599223
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2020,67905105.69583702,69682998.31088229,66133913.04330329
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2020,63533704.89879143,65153517.08247973,61897593.77993773
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2020,131438810.59462845,134831807.12973022,128035732.96980281
44,Population,1,Global,1,Male,238,12-23 months,1,Number,2021,66313454.88955579,68191294.28882927,64499224.49083093
44,Population,1,Global,2,Female,238,12-23 months,1,Number,2021,62097305.28480567,63808165.60163207,60454575.74729208
44,Population,1,Global,3,Both,238,12-23 months,1,Number,2021,128410760.17436147,131999459.89046134,124938263.57842827
44,Population,1,Global,1,Male,1,<5 years,1,Number,1990,319537260.21991754,326013487.49040085,313337328.86896145
44,Population,1,Global,2,Female,1,<5 years,1,Number,1990,300400661.81840694,306361900.2039538,294727179.0897891
44,Population,1,Global,3,Both,1,<5 years,1,Number,1990,619937922.0383245,632389894.1634965,608063520.6536036
44,Population,1,Global,1,Male,1,<5 years,1,Number,1991,320528995.8060168,327096293.20869315,314288890.8211453
44,Population,1,Global,2,Female,1,<5 years,1,Number,1991,300866435.7405736,306888798.1234392,295090997.7381052
44,Population,1,Global,3,Both,1,<5 years,1,Number,1991,621395431.5465904,633962111.2006708,609380389.1604128
44,Population,1,Global,1,Male,1,<5 years,1,Number,1992,320708864.0437261,327892006.77558905,314113316.2179651
44,Population,1,Global,2,Female,1,<5 years,1,Number,1992,300625202.73125035,307087243.75221,294564285.19669855
44,Population,1,Global,3,Both,1,<5 years,1,Number,1992,621334066.7749765,634889506.0155922,608663240.322542
44,Population,1,Global,1,Male,1,<5 years,1,Number,1993,320198236.52094704,327657593.978268,313190231.4875233
44,Population,1,Global,2,Female,1,<5 years,1,Number,1993,299797881.81648487,306599117.2958392,293330749.7151563
44,Population,1,Global,3,Both,1,<5 years,1,Number,1993,619996118.3374319,634256965.20155,606540667.8719996
44,Population,1,Global,1,Male,1,<5 years,1,Number,1994,319046933.65971273,326985469.0089737,311652932.62061423
44,Population,1,Global,2,Female,1,<5 years,1,Number,1994,298433237.3128054,305572239.8896288,291654280.50857633
44,Population,1,Global,3,Both,1,<5 years,1,Number,1994,617480170.9725182,632554273.1291186,603355864.0799526
44,Population,1,Global,1,Male,1,<5 years,1,Number,1995,317575954.22259855,325996451.95023215,309856043.5840015
44,Population,1,Global,2,Female,1,<5 years,1,Number,1995,296831873.4079285,304410495.58196723,289763876.3262957
44,Population,1,Global,3,Both,1,<5 years,1,Number,1995,614407827.630527,630343145.7175056,599483477.0757574
44,Population,1,Global,1,Male,1,<5 years,1,Number,1996,316461838.7129329,324720078.6510176,308443301.10220766
44,Population,1,Global,2,Female,1,<5 years,1,Number,1996,295600197.4234494,303001357.3405058,288284113.6872678
44,Population,1,Global,3,Both,1,<5 years,1,Number,1996,612062036.1363823,627714040.4593207,596639043.0873554
44,Population,1,Global,1,Male,1,<5 years,1,Number,1997,315725258.2872001,323470029.4064254,308046697.2393311
44,Population,1,Global,2,Female,1,<5 years,1,Number,1997,294771186.7390672,301772396.5262506,287832080.77563447
44,Population,1,Global,3,Both,1,<5 years,1,Number,1997,610496445.0262673,625285849.6291734,595899995.0517268
44,Population,1,Global,1,Male,1,<5 years,1,Number,1998,315205809.8826562,322639779.6966664,308259074.4289815
44,Population,1,Global,2,Female,1,<5 years,1,Number,1998,294201240.5976337,301009682.1747099,287902262.8779645
44,Population,1,Global,3,Both,1,<5 years,1,Number,1998,609407050.4802899,623648879.2880415,596150498.7469149
44,Population,1,Global,1,Male,1,<5 years,1,Number,1999,314904886.70605236,321482618.58851355,308469780.92007697
44,Population,1,Global,2,Female,1,<5 years,1,Number,1999,293881583.96006,299841692.1891084,288056002.19145167
44,Population,1,Global,3,Both,1,<5 years,1,Number,1999,608786470.6661124,621268661.2563995,596554027.0897009
44,Population,1,Global,1,Male,1,<5 years,1,Number,2000,314924316.3863051,321192440.08476835,308821766.4139275
44,Population,1,Global,2,Female,1,<5 years,1,Number,2000,293880438.08294076,299647777.69137764,288342283.36629516
44,Population,1,Global,3,Both,1,<5 years,1,Number,2000,608804754.4692458,620788317.7895135,597194136.1641849
44,Population,1,Global,1,Male,1,<5 years,1,Number,2001,315317775.5436968,321389500.8327712,309382971.01782304
44,Population,1,Global,2,Female,1,<5 years,1,Number,2001,294233993.1133175,299722044.2377617,288765315.21063447
44,Population,1,Global,3,Both,1,<5 years,1,Number,2001,609551768.6570143,621071743.9422876,598146996.5985471
44,Population,1,Global,1,Male,1,<5 years,1,Number,2002,316220772.29641706,322667416.6532855,309735167.16366297
44,Population,1,Global,2,Female,1,<5 years,1,Number,2002,295060978.74885225,300970007.0685066,289115172.67851704
44,Population,1,Global,3,Both,1,<5 years,1,Number,2002,611281751.0452694,623489949.896099,598802749.1715035
44,Population,1,Global,1,Male,1,<5 years,1,Number,2003,317672296.5347461,324455247.4676774,310799772.70574945
44,Population,1,Global,2,Female,1,<5 years,1,Number,2003,296421971.86294997,302606355.4102048,290199924.185967
44,Population,1,Global,3,Both,1,<5 years,1,Number,2003,614094268.397696,627029596.8375571,600914775.3150116
44,Population,1,Global,1,Male,1,<5 years,1,Number,2004,319559543.49904925,327054081.93502104,312140782.70371664
44,Population,1,Global,2,Female,1,<5 years,1,Number,2004,298219809.73470867,305021922.5513724,291385754.1662073
44,Population,1,Global,3,Both,1,<5 years,1,Number,2004,617779353.233758,632128183.9214954,603524750.747976
44,Population,1,Global,1,Male,1,<5 years,1,Number,2005,321843730.4398286,329776039.38575023,314218312.9399343
44,Population,1,Global,2,Female,1,<5 years,1,Number,2005,300416241.07016647,307547269.94799334,293513618.3074274
44,Population,1,Global,3,Both,1,<5 years,1,Number,2005,622259971.5099951,637317243.8675287,607825704.8693036
44,Population,1,Global,1,Male,1,<5 years,1,Number,2006,324670899.06402874,333332199.9607579,316528242.8427743
44,Population,1,Global,2,Female,1,<5 years,1,Number,2006,303147127.8128813,311015802.35521674,295716474.17422247
44,Population,1,Global,3,Both,1,<5 years,1,Number,2006,627818026.87691,644369296.8097603,612246885.9769733
44,Population,1,Global,1,Male,1,<5 years,1,Number,2007,328023248.78797835,335981634.54292476,320449023.16670525
44,Population,1,Global,2,Female,1,<5 years,1,Number,2007,306373404.45911807,313516018.28473896,299472903.99789816
44,Population,1,Global,3,Both,1,<5 years,1,Number,2007,634396653.2470964,649435153.8308992,619899030.6571012
44,Population,1,Global,1,Male,1,<5 years,1,Number,2008,331774364.412382,339213317.6099754,324535945.65831184
44,Population,1,Global,2,Female,1,<5 years,1,Number,2008,309975617.1248653,316716279.5668412,303404876.9843141
44,Population,1,Global,3,Both,1,<5 years,1,Number,2008,641749981.5372473,655931566.2098539,627987042.898302
44,Population,1,Global,1,Male,1,<5 years,1,Number,2009,335605422.4962714,342417768.1032925,328735138.297022
44,Population,1,Global,2,Female,1,<5 years,1,Number,2009,313669488.77627516,319877052.04718846,307301015.95422673
44,Population,1,Global,3,Both,1,<5 years,1,Number,2009,649274911.2725465,662313843.7448359,636006010.3498569
44,Population,1,Global,1,Male,1,<5 years,1,Number,2010,338757047.15598524,345261761.50074506,332193279.91669947
