measure_id,measure_name,location_id,location_name,pathogen,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2005,4331.999113,6365.668771,2298.329455
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2006,4274.280023,6209.755588,2338.804459
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2007,4147.585874,6138.013584,2157.158165
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2008,3979.830673,6044.61233,1915.049016
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2009,4015.256673,6079.362254,1951.151092
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2010,3926.59092,5851.516293,2001.665547
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2011,4114.035093,6265.327648,1962.742539
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2012,4153.529702,6088.011557,2219.047847
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2013,4046.139225,6008.239183,2084.039267
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2014,4007.928792,5885.269582,2130.588002
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2015,4184.791771,5990.140379,2379.443164
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2016,4040.41152,5986.213687,2094.609352
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2017,4385.446346,6257.624558,2513.268134
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2018,4394.402184,6467.036339,2321.768029
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2019,4565.932558,6601.855313,2530.009803
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2020,3561.421112,5142.406781,1980.435442
1,Deaths,1,Global,Citrobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2021,3746.228213,5556.586165,1935.870262
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1990,7939.917453,13735.85825,2143.976657
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1991,7911.429178,13936.52411,1886.334244
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1992,7852.225356,13377.30402,2327.146696
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1993,7851.043867,13468.81913,2233.268601
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1994,7842.115049,13215.0675,2469.162601
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1995,7884.276619,13057.95292,2710.600319
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1996,7956.852037,13334.53798,2579.166099
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1997,7875.765773,13107.95202,2643.579531
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1998,7809.460403,12495.05186,3123.868944
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1999,7796.550913,12573.67075,3019.431074
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2000,7782.838818,12495.69474,3069.982893
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2001,7771.134034,12076.49648,3465.771584
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2002,7815.003993,11972.78823,3657.219753
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2003,7751.154174,11925.65083,3576.65752
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2004,7784.789163,11891.42263,3678.155699
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2005,7795.978494,11665.96549,3925.991501
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2006,8094.805465,11965.21441,4224.396515
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2007,8333.17772,12074.21682,4592.138625
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2008,8209.893215,12020.92621,4398.860217
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2009,8790.890145,12826.80859,4754.9717
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2010,8733.895834,12535.02985,4932.761816
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2011,8631.800125,12421.79404,4841.806208
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2012,9108.549681,12573.13243,5643.966936
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2013,9057.29366,12779.56656,5335.020758
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2014,9081.645934,12408.73746,5754.554409
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2015,9014.370912,12269.95184,5758.789979
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2016,8788.097289,12191.12298,5385.071598
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2017,8466.400681,11372.12602,5560.675344
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2018,8269.265522,11516.77923,5021.75181
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2019,7918.738702,10895.85642,4941.620979
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2020,6780.314047,9353.694379,4206.933715
1,Deaths,1,Global,Enterobacter spp.,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2021,6553.382925,9232.411238,3874.354613
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1990,38514.21834,76357.34082,671.0958556
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1991,38540.97163,75640.91464,1441.028609
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1992,37638.78236,72457.94091,2819.623811
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1993,37527.97373,71248.79064,3807.156817
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1994,36839.37663,68897.70981,4781.04345
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1995,36034.65762,66704.40583,5364.909404
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1996,35982.39696,65963.84513,6000.948784
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1997,35673.42202,64915.83004,6431.013986
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1998,33731.34261,60102.41025,7360.274967
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1999,31447.89485,55989.04284,6906.746868
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2000,31316.74924,55385.7546,7247.743878
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2001,29080.68153,50522.65436,7638.708703
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2002,26862.56895,45821.66589,7903.472015
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2003,24667.34546,41854.92981,7479.761117
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2004,24164.48808,39935.64242,8393.333738
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2005,21667.17773,35383.90689,7950.448564
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2006,20920.03222,33352.11481,8487.949625
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2007,22911.70913,35469.99232,10353.42594
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2008,23716.38907,35890.03548,11542.74266
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2009,25659.87411,38148.83338,13170.91483
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2010,30591.09794,43143.5439,18038.65198
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2011,33501.51663,45814.28738,21188.74588
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2012,39557.48173,52252.33028,26862.63318
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2013,38434.86225,50202.04505,26667.67945
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2014,35582.85254,46308.43827,24857.26681
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2015,33889.57875,43679.34609,24099.81141
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2016,31488.59308,40363.31016,22613.876
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2017,32306.45825,40187.88676,24425.02974
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2018,27908.15431,35731.0939,20085.21473
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2019,25533.72607,32566.46298,18500.98915
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2020,25130.76941,31728.61085,18532.92796
1,Deaths,1,Global,Escherichia coli,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2021,22300.17941,28976.05321,15624.30561
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1990,41761.74439,50568.3703,32955.11848
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1991,40575.67725,49404.39096,31746.96355
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1992,39786.23281,48031.21886,31541.24676
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1993,39169.95905,47385.96531,30953.95279
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1994,38479.34998,46410.66539,30548.03457
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1995,38197.89416,45713.58821,30682.20011
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1996,38329.98864,46624.53809,30035.43918
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1997,37021.68156,45144.84821,28898.51491
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1998,37092.07802,44317.09528,29867.06077
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1999,35812.94079,43094.22887,28531.6527
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2000,35883.54633,43226.57325,28540.5194
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2001,35284.9775,42097.96231,28471.99268
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2002,36319.33085,43757.04108,28881.62062
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2003,36333.46118,43539.05287,29127.86948
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2004,35945.881,43207.27837,28684.48364
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2005,36935.39643,44038.21232,29832.58054
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2006,42863.01613,51160.69321,34565.33905
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2007,43647.26183,52024.75168,35269.77197
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2008,44522.95623,53801.3289,35244.58355
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2009,47181.20495,56886.27718,37476.13272
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2010,49659.04979,59558.60875,39759.49083
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2011,56232.11432,67263.08749,45201.14116
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2012,58590.02548,69543.59602,47636.45494
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2013,58379.16348,69801.11633,46957.21062
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2014,57919.56358,68691.42085,47147.70632
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2015,60818.79587,71338.21397,50299.37777
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2016,61867.79229,73214.77606,50520.80851
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2017,60862.76581,71705.42611,50020.10551
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2018,57873.49531,69399.78605,46347.20456
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2019,54982.82747,66346.15137,43619.50357
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2020,48171.11852,58188.89013,38153.34692
1,Deaths,1,Global,Klebsiella pneumoniae,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,2021,44421.18188,54815.58102,34026.78273
1,Deaths,1,Global,Pseudomonas aeruginosa,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1990,66891.43366,82951.93523,50830.93209
1,Deaths,1,Global,Pseudomonas aeruginosa,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1991,66394.87594,82930.01367,49859.7382
1,Deaths,1,Global,Pseudomonas aeruginosa,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1992,64254.91489,79587.48106,48922.34871
1,Deaths,1,Global,Pseudomonas aeruginosa,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1993,62861.05065,78162.69618,47559.40512
1,Deaths,1,Global,Pseudomonas aeruginosa,3,Both,1,<5 years,302,Diarrheal diseases,183,Clostridium difficile,1,Number,1994,61305.90313,75910.04999,46701.75627
